username| UID| reviewCategory| where| rating| title| review ID| Content
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Mahopac: il Laghetto|2| “If only the food was as good as the view”|review_307366464|We decided to try this place as it used to be the terrace club which for a while was a really good place then it just got horrible. We saw its name changed and figured lets try it out to see if maybe its now better than it used to be. Big let down. The food was mediocre to just plain bad. My wife ordered the scallops which came out still raw and had to be sent back. I tried the Filet Mignon special and it was nothing special the steak was ok not that much flavor to it and the mashed potatoes it came with were bland i mean a greasy spoon diner can make tastier potatoes. My advice is keep on driving by don't stop.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Hotel|Punta Cana: Paradisus Punta Cana Resort|4| “Great start to summer vaction ”|review_283941816|Ok lets start by saying the grounds are beautiful, the garden setting is quite different from most resorts we have stayed at in the past. The rooms are nicely appointed and beds are comfortable. But you really won't be spending much time in the room anyway. The pools and beach are the reason for going on vaction.The beach is very relaxing and i have to say visit the beach bar by the scuba shop the bartender Juan B was the best, making you feel like you were at home at your local pub. Paradisus does not disappoint in that respect. We have been here 3 days now and feel at home the staff is very friendly and accomodating one word of advice brush up on your spanish altough most staff speak english some have a hard time but will quickly get someone to translate. The food has been very good and the buffet was surprisingly excellent. With several different restaurants offering different fares there is something for everyone. Reservations are highly recommended for the non buffet restaurants, you are provided with a form at check in to fill out to hand in with your requests. We can recommend the following, Bana (Asian ), mole (mexican) , the grill (steakhouse ). We have 3 more days in paradise and looking foward to it.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Mahopac: Kobu Asian Bistro|3| “TINA WORST SERVER EVER...GO ELSE WHERE.”|review_275835841|Am currently here and I have to say our server tina is the worst server we have ever had. She brings the sushi but not the soy sauce cups/plates we had to ask another waitress for them...then my son ordered ton katsu but she brings chicken katsu even though she asked him previously chicken or pork n he said pork. Food was ok nothing to rave about sushi is smaller pieces than previous visits. When done with the meal it took forever to get the check she kept passing but ignoring our table I had to get another server to get the check and box our left overs. I could understand if they were busy but there were empty tables. My advice is go elsewhere its not as good as when first opened.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Burdett: Damiani Wine Cellars|4| “Favorite winery in the finger lakes”|review_272641055|Went to this winery based on word of mouth recommendation. We weren't disappointed. The view was great, the wines were even better. The staff was helpful and friendly. They have a wide variety of wines for any taste. you cant go wrong with visiting here.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Hotel|Hector: Magnolia Place|5| “Great place to stay”|review_272640450|Just got home from a great weekend. First the location was perfect very central to most of the wineries on the east side of Seneca lake so your not spending lots of time in your car. The rooms are very comfy and restful. There is ample space to kick back and relax and wind down after a day out. Breakfast is served from 9-10 am and it is worth the wait, both mornings we had restaurant quality breakfasts served as if you were at grandma's house.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Burdett: Atwater Estate Vineyards|4| “great views”|review_272639683|Great view of seneca lake from this winery. The wines they offer are extensive and for every pallet. It is a place to visit for sure. the staff is friendly and helpfull
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Hector: Red Newt Cellars Winery & Bistro|4| “Funky winery”|review_272639344|great tasting whites were offered, staff was amazing and attentive. Its a place you must visit. Food is also available for purchase with tables for you to enjoy your lunch and wine.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Lodi: Wagner Vineyards|2| “To Crowded and over rated.”|review_272639060|Was there this past weekend, although the place was large, thats about all it has to offer. The place seems just to draw crowds, the drunken crowds which takes away from it. The wines were average for the area nothing note worthy, my advise skip it and save yourself some time and a headache.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Brewster: Rraci Restaurant|4| “Great date night dinner ”|review_261739152|Haven't been here in a while went out with the wife and its still as good as we remember. The service is very attentive and professional. The menu selection has something to please even the picky eaters and a good wine selection. Its a must goto if you are in the area.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Somers: The Burger Barn|4| “Good burger tasty truffle fries”|review_261736876|Went this past weekend for lunch was a good choice. The servers were very attentive and pleasant. They have a good beer selection on hand. The burgers were good and tasty but you must try the parmigiano truffle fries they were awesome.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Danbury: Stanziato's Wood Fired Pizza|4| “Unassuming outside,,,,Amazing fresh food inside”|review_253435492|Went there on a friday night with the family to try it out. You would pass by the place if you did not know about it. Once inside the menu is just fantastic. they have real brick oven pizza as well as other gourmet selections, very surprising find for the area. Price was right as well. we had the special white pie with broccoli rabe and i started with the kale salad and a glass of wine which was not over priced..Service was great and attentive as well. very enjoyable and we will be going back.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Patterson: The Carriage House|5| “Great goto spot”|review_235105695|We discovered this place last may and have been going back since at least twice a month. The food is consistently good and the variety on the menu is great. There is something for every taste. The staff is always very friendly and attentive. The mac and cheese bites are a hit with the kids. I love their fried calamari which is topped with diced peppers. Their burgers are great and they have an entire page of specialty sandwiches as well as other entrees from pasta to fish to steaks and chops.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Croton Falls: Croton Creek Steakhouse & Wine Bar|4| “Out with friends”|review_235104969|Went with another couple and had a blast. We had been there before but only for cocktails. Yes as stated in previous reviews it is a bit pricey but you get what you are paying for, quality ingredients. There is something for everyone on the menu. We ordered an array of dishes from soups to fish and their steaks and it was all delicious, will definitely be going back.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Marlboro: Benmarl Vineyards and Winery|4| “Great views tasty wines.”|review_225800187|Went today as a quick get away and was not disappointed. The winery sits high up so you have great views of the Hudson River. The tastings are inexpensive at $8.00 for 5 tastes. There are plenty of picnic tables outside so bring lunch and enjoy.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Los Angeles: California Science Center|5| “A must see”|review_220172653|Took my kids ages 5 and 11 when were in town for a visit. Parking is easy and ample. Not expensive at all for the three of us to see the shuttle and an imax movie about the hubble was only$18.00. You also get free access to the rest of the center. The Endeavor is in the center of the exhibit allowing you to walk all around and under it. You can get a real up close look even seeing the individual tiles underneath.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Cabo San Lucas: The Office|4| “Fun beach spot”|review_220171646|Went there after going on the glass bottom boat to see the arch. The place was packed but they have plenty of tables right out on the beach under what must be 75 blue umbrellas. The food selection was good. Lots of fresh seafood as well as awesome tacos. It's a definite must experience.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Stamford: Capital Grille|4| “Great date night.”|review_205982554|A definitely must go to in the Stamford area. The steaks are simply amazing, and the staff friendly and knowledgeable. We tried the fried calimari with hot peppers it was a great dish to start off with. My wife had the sea bass and I had a perfectly cooked delmonico cut steak. They Also have an extensive wine list that I loveMy wife had Been to several of their locations on business and has raved about the chain. We went for our wedding anniversary and they had a table decorated with hearts and a card signed by the staff. For desert they wrote happy anniversary in chocolate on the platter with our desert.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Mahopac: il Laghetto|1| “Worst night out in ages”|review_205134906|We have been there on several occasions in the past 2 years, including mothers day, and have never had a bad experience, so we went there to celebrate mothers day with family, had dinner reservations for 6 pm for table of 4 got there at 6 pm and still had to wait 15 minutes for a table to be prepared even though there were other tables available, and it just got worse from there. The music was so loud you felt that you were in a club and not a restaurant, I couldn't even here the waiter tell us what the specials were he had to repeat himself several times. The waiter told us what was available and not on the limited menu which seemed smaller than in the past. We started with calamari as we had had this in the past and was always great, well the order was about half the size as before, very disappointing. My kids both ordered burgers and fries, both ordered medium, when the order came there were no fries, but home made mashed potatoes, we asked they said they were out of fries,, confusing since they had home made mashed potatoes, i don't know maybe the could of said something before bringing the plates out. I don't know how a place runs out of french fries when they have potatoes on hand, my sons burger was rare not medium, it was sent back and what came back wasn't edible so all he ate was the mashed potatoes which he said were very good. I ordered a steak medium rare,at about $30.00 what i got was a strip steak well done, and they didn't even give me a steak knife and it was tuff and no flavor, not worth the price. Over all it was a very dissatisfying experience and not worth the price or the time. I understand on days like mothers day can be hectic but they should be prepared for that, it just seems that the place has had a turn for the worse it used to be a hidden gem. I am a firm believer in you get what you pay for, but here unfortunately you are not getting what you pay for. My advice is to go else where for dinner as this place has gone down the tubes.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Mahopac: Countryside Kitchen|5| “Gastronomical Adventure”|review_204997218|Went there on the recommendations of friends and was not disappointed. The menu is great. If you like pan cakes this is the place they are the size of hub caps ..and they have every type you can imagine and then some..canoli pan cakes ...cake batter pancakes ..nutella and coconuts pan cakes ...buy they had me a the item called the "Pig Pen"..home fries covered with home made chili, fresh Bacon cubes, hot and sweet peppers, with a blanket of melted Cheddar and topped with two eggs. A return trip is in need to this place.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Brewster: Clock Tower Grill|4| “Bacon appetizer”|review_204108771|Went for Sunday dinner this past weekend. The location is a bit odd in an office park type of setting. But the restaurant itself is clean, modern and the menu was great, a little something for everyone. We tried the duck spring rolls and the fresh Bacon and deviled eggs both were amazing. I had the cowboy ribeye which I have to say was one of the better steaks I have had in the area. I would definitely recommend this place. Would love to try the elk osso bucco on my next visit.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Hotel|Oranjestad: Renaissance Aruba Resort & Casino|4| “Great stay....private island a big plus”|review_196124141|Stayed for 4 nights at the Marina adults only resort which was perfect. Hotel is located right downtown and close to shopping and restaurants. Best feature of the resort is the private island with two sections, adults only and family sections. With ferry service every 15 minutes from within the hotel, yes they have a dock in the hotel. The wait staff were amazing and attentive. We went the all inclusive route which was great to do no worries at check out. The all inclusive also offers more premium alcohols than other places that limit you to bottom shelf vodkas,runs,gins n etc..Bombay gin was available as was Bacardi runs, and premium whiskey.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Savaneta: The Flying Fishbone|4| “Literally beach front.”|review_196015142|Most advertise beach front but your far from the water....well here your table can be in the water. The food was good but your paying for the views and experience. Would definitely return.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Attractions|Oranjestad: De Palm Tours|5| “Fun half day trip”|review_195789898|A day of off roading mixed in with seeing the sights. The range rovers were a perfect way to see the sights. Our quides Luis n George were great, they were definitely not boring. It was the perfect trip to do a little of everything ..sight seeing, snorkeling, swimming and a nice view of the cliffs and shorelines.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|White Plains: Don Coqui|4| “Fun visit”|review_194387103|Went there on Saturday February 15 had a great time. We used a groupon for the evening $95 for 4 people included 2 appetizers 4 entrees with a bottle of wine for the table. There was price restrictions on what you could get but that turned out not to be a big deal since 90% of the menu falls in with the price restrictions. They did charge a 20% trip but the service I felt was worth it. Every staff member there was great.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|North Salem: Restaurant 121|4| “Fun night Out”|review_193495004|Great little place set in an old house not far from peach lake. The wait staff was great and very personable, and that set the tone for a great meal. The menu was very good,not to mention the pretzel croissants that were served. The grilled octopus appetizer was just amazing, as was the strip steak I had and my wife's sea bass was done to perfection.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Mahopac: The Chophouse Grille|4| “Fun night out”|review_186460846|From the outside the place doesn't look like much but once inside you see the difference. The staff is very friendly and attentive and make you feel at home. I had the T-Bone which was very full of flavor and cooked to perfection. They have an assortment of sides and appetizers to choose from. The prices are very reasonable as well.
billCarmel_NewYork|80C16101FB4733C8E3747B5B47A08E4D|Restaurant|Hilton Head: The Skull Creek Boathouse|3| “Great view and atmosphere but average food.”|review_174754146|Went there tonight the parking was packed...was told an hour wait for a table..usually a good sign that the food is amazing ...but it didn't live up to the hype the hush puppies were burnt and not tasty...and didn't get much better from there. The menu is rather large which may contribute to the average quality of the food..the best part was the view.
